date,feature_date,target_date,ticker,prev_close,target_ranking,target_gap,target_intraday,ticker_name,evaluation_date,train_start_date,train_end_date,rolling_train_days,ranking_score,pred_gap,pred_intraday,expected_return,pred_open_price,pred_close_price,AI Score,AI Rank,AI Percentile,rank
2026-01-30,2026-01-29,2026-01-30,038500,6600.0,0.2727272727272727,0.034848484848484906,0.2298682284040996,삼표시멘트,2026-01-30,2024-11-05,2026-01-28,300,0.03199983513034451,0.019076560044544985,0.019749088742413854,0.038825648786958836,6725.905296293998,6858.73579686358,100.0,1 / 348,Top 1%,1
2026-01-30,2026-01-29,2026-01-30,253590,15680.0,-0.001913265306122458,0.012755102040816313,-0.01448362720403018,네오셈,2026-01-30,2024-11-05,2026-01-28,300,0.0224132636516647,0.015356019842502408,0.0110314586994968,0.02638747854199921,15920.782391130439,16096.41184454187,74.8,2 / 348,Top 1%,2
2026-01-30,2026-01-29,2026-01-30,025320,7490.0,0.022696929238985364,-0.004005340453938633,0.02680965147453085,시노펙스,2026-01-30,2024-11-05,2026-01-28,300,0.01907905446685191,0.007971897244282673,0.01134510386173362,0.019317001106016293,7549.709510359677,7635.361748880625,66.0,3 / 348,Top 1%,3
2026-01-30,2026-01-29,2026-01-30,403870,44350.0,0.04847801578354005,-0.006764374295377684,0.055618615209988675,HPSP,2026-01-30,2024-11-05,2026-01-28,300,0.01853077899518075,0.004371827020339901,0.015419917394149111,0.019791744414489013,44543.89052835207,45230.75364071329,64.6,4 / 348,Top 1%,4
2026-01-30,2026-01-29,2026-01-30,069080,17990.0,-0.03779877709838797,-0.010561423012784843,-0.02752808988764044,웹젠,2026-01-30,2024-11-05,2026-01-28,300,0.018459610295457844,0.0033029426324722166,0.011725904046734945,0.015028846679207161,18049.419937958177,18261.0657042499,64.4,5 / 348,Top 1%,5
2026-01-30,2026-01-29,2026-01-30,032820,9010.0,0.002219755826859071,0.011098779134295134,-0.008781558726673966,우리기술,2026-01-30,2024-11-05,2026-01-28,300,0.01844706681596935,0.008035369622706984,0.014398510038216588,0.02243387966092357,9082.39868030059,9213.171688869985,64.4,6 / 348,Top 2%,6
2026-01-30,2026-01-29,2026-01-30,232140,18640.0,0.05847639484978551,-0.0021459227467811592,0.060752688172043046,와이씨,2026-01-30,2024-11-05,2026-01-28,300,0.017976792111345383,0.00565585271126874,0.008692569479637497,0.014348422190906238,18745.425094538048,18908.371004597662,63.1,7 / 348,Top 2%,7
2026-01-30,2026-01-29,2026-01-30,124500,48500.0,0.10927835051546397,0.05154639175257736,0.05490196078431375,아이티센글로벌,2026-01-30,2024-11-05,2026-01-28,300,0.01720186358828893,-0.002450682871643483,0.014620349650142792,0.01216966677849931,48381.14188072529,49088.49109149466,61.1,8 / 348,Top 2%,8
2026-01-30,2026-01-29,2026-01-30,263750,55800.0,0.02508960573476693,0.06630824372759858,-0.03865546218487392,펄어비스,2026-01-30,2024-11-05,2026-01-28,300,0.016627752361155074,0.0019585021647512977,0.010406721309545152,0.012365223474296451,55909.28442079312,56491.116762376405,59.6,9 / 348,Top 3%,9
2026-01-30,2026-01-29,2026-01-30,056080,34050.0,0.010279001468428861,0.011747430249632984,-0.0014513788098693414,유진로봇,2026-01-30,2024-11-05,2026-01-28,300,0.016357877296453313,-0.0007604438340023562,0.014322973551913172,0.013562529717910816,34024.106887452224,34511.43327052867,58.9,10 / 348,Top 3%,10
