quantile,average_return,cumulative_return,cagr,sharpe,mdd
0.01,-0.0019309960551072652,-0.19996951254903966,-0.4645743424090199,-0.9233832083102549,-0.32567195393357495
0.05,-0.0010410235812300342,-0.13028703316183937,-0.3235235798969228,-0.503914923400639,-0.28951473016242435
0.25,0.00038354098795433686,-0.01612813403582955,-0.04450610264474286,0.18332948045096414,-0.23752051482165085
0.5,0.0012393409558585189,0.06436125916891433,0.19082905830045316,0.595057792160797,-0.20677218225834004
0.75,0.002353977149699765,0.17352589686759484,0.5652348732019542,1.0975691669373062,-0.18829482738060618
0.95,0.003957311268787337,0.3493002472153633,1.3136853760209322,1.8010366658717998,-0.16563743202807982
0.99,0.004974344105101015,0.4929952265557116,2.071592563500852,2.2761523646113426,-0.14796574021812758
