evaluation_date,train_start_date,train_end_date,rolling_train_days,prediction_rows,ranking_rmse,ranking_ic,gap_rmse,gap_direction_accuracy,intraday_rmse,intraday_direction_accuracy,top10_average_predicted_return,top10_average_actual_return,top10_hit_rate,portfolio_daily_return,portfolio_cumulative_return,benchmark_return,benchmark_cumulative_return,best_stock,best_stock_return,worst_stock,worst_stock_return,model_version,feature_count,train_rows
2026-04-15,2025-04-03,2026-04-13,250,348,0.04910412913195927,0.15869965513824086,0.025458809229013005,0.9425287356321839,0.03359137873036897,0.5545977011494253,0.004679406506418661,0.03814569373348302,0.1,0.038145693733483,0.4266434803470822,0.0171624627324504,0.1117499292297894,047040 대우건설,0.2127659574468086,093370 후성,-0.0337283500455788,production_config_model_version,55,86843
2026-04-16,2025-04-04,2026-04-14,250,348,0.03912221213397678,-0.015318148824729363,0.017920093893171552,0.8189655172413793,0.033543482720693546,0.5258620689655172,0.0216099088878506,0.0022912677439743414,0.1,0.0022912677439743,0.4299123025357527,0.0194494990158581,0.1333729083842245,082920 비츠로셀,0.121031746031746,050890 쏠리드,-0.0820484581497797,production_config_model_version,55,86845
2026-04-17,2025-04-07,2026-04-15,250,348,0.03304364943449028,-0.059821345057044804,0.01748527009936169,0.5660919540229885,0.026742921510535127,0.5431034482758621,0.009168529855797669,0.005430112400919323,0.1,0.0054301124009192,0.4376768870619791,0.0029456192928229,0.1367113934891239,093370 후성,0.2230088495575222,001440 대한전선,-0.0665083135391924,production_config_model_version,55,86847
2026-04-20,2025-04-08,2026-04-16,250,348,0.037826389470899426,-0.11307750313819996,0.024153487128677615,0.367816091954023,0.03007414603623479,0.6810344827586207,-0.00115363664205126,-0.00177181986068745,0.0,-0.0017718198606874,0.4351295826002315,-0.0004295579651759,0.1362231100559445,347850 디앤디파마텍,0.0392902408111532,093370 후성,-0.0564399421128798,production_config_model_version,55,86849
2026-04-21,2025-04-09,2026-04-17,250,348,0.0453616671085152,0.053840363189959446,0.013682607511415867,0.8419540229885057,0.03907237265459527,0.4339080459770115,0.01937202724308794,0.007255430547408119,0.0,0.0072554305474081,0.4455420656133184,0.0142900369186117,0.1524597802464238,093370 후성,0.0506134969325153,050890 쏠리드,-0.028705330990041,production_config_model_version,55,86851
2026-04-22,2025-04-10,2026-04-20,250,348,0.06123872150436832,0.03551653283787793,0.01781138607505646,0.3563218390804598,0.037264747948168905,0.46264367816091956,0.00335845257029425,0.021585902781601614,0.0,0.0215859027816016,0.4767453961083632,0.0097566174184894,0.1637038894124847,036620 감성코퍼레이션,0.0672413793103448,082920 비츠로셀,-0.0207612456747404,production_config_model_version,55,86853
2026-04-23,2025-04-11,2026-04-21,250,348,0.03276420467851289,0.016432437732725746,0.025525887289838803,0.1810344827586207,0.032706614736375345,0.7413793103448276,0.00050524698340729,-0.0194105422342926,0.2,-0.0194105422342926,0.4480809672279047,0.0023854649404029,0.1664798642416887,214370 케어젠,0.1410526315789473,034220 LG디스플레이,-0.1440568475452196,production_config_model_version,55,86856
2026-04-24,2025-04-14,2026-04-22,250,348,0.04663749594809383,0.12810638858145332,0.015566254626373366,0.48563218390804597,0.04353096351955957,0.646551724137931,0.01438758933219072,0.050185968615990374,0.1,0.0501859686159904,0.5207543132026173,0.0154482778629433,0.1844999693060229,010060 OCI홀딩스,0.1925465838509317,093370 후성,-0.0452224653537564,production_config_model_version,55,86859
2026-04-27,2025-04-15,2026-04-23,250,348,0.04493608928324198,0.0076888781987078545,0.020295710991939355,0.6494252873563219,0.03283431462020399,0.40229885057471265,0.00634293203728018,0.03137111520486453,0.1,0.0313711152048645,0.5684620719603914,0.0073515387574923,0.1932078667386245,124500 아이티센글로벌,0.1675675675675676,222800 심텍,-0.0326209223847019,production_config_model_version,55,86862
2026-04-28,2025-04-16,2026-04-24,250,348,0.03498234804878012,-0.11278064412058718,0.02052536052764853,0.4942528735632184,0.030397959009154204,0.4885057471264368,0.02039568273462086,0.0074887658610196,0.1,0.0074887658610196,0.5802079171791925,0.0070184949781718,0.2015823901592448,047040 대우건설,0.1189759036144577,036540 SFA반도체,-0.1134538152610441,production_config_model_version,55,86865
2026-04-29,2025-04-17,2026-04-27,250,348,0.034945191813747056,-0.01873615723542934,0.01774193946541502,0.5574712643678161,0.033558370126785336,0.5,0.008433549771270902,-0.0009200974361665392,0.1,-0.0009200974361665,0.578753971925986,0.0096162549410053,0.2131371127556385,001440 대한전선,0.1154684095860567,100790 미래에셋벤처투자,-0.0547263681592039,production_config_model_version,55,86868
2026-04-30,2025-04-18,2026-04-28,250,348,0.03848389812112178,0.0384311917672728,0.02091917603445195,0.3850574712643678,0.03538700498318961,0.7183908045977011,0.019759812655607688,-0.019815790750790596,0.1,-0.0198157907507906,0.5474697135713211,-0.0117163960353459,0.1989235178974171,001440 대한전선,0.099609375,100790 미래에셋벤처투자,-0.0807017543859649,production_config_model_version,55,86871
2026-05-04,2025-04-21,2026-04-29,250,348,0.04867915289046709,0.15716321827963695,0.02382881811984244,0.9339080459770115,0.037992207571643496,0.382183908045977,0.01109118204582844,0.02530571141903607,0.1,0.025305711419036,0.5866295355726554,0.0145149030174426,0.2163257764850295,402340 SK스퀘어,0.1783590963139121,047040 대우건설,-0.0814285714285714,production_config_model_version,55,86874
2026-05-06,2025-04-22,2026-04-30,250,348,0.04984941086145864,0.00790179687504481,0.02586953840435223,0.6235632183908046,0.04023857223660219,0.19540229885057472,0.02094700115882019,0.01764085993844321,0.1,0.0176408599384432,0.6146190449838898,-0.0026678717771781,0.2130807752740906,001440 대한전선,0.1400329489291598,010060 OCI홀딩스,-0.0506329113924051,production_config_model_version,55,86877
2026-05-07,2025-04-23,2026-05-04,250,348,0.040329335916173104,-0.1420650789213913,0.020686674321914116,0.6752873563218391,0.03693164168737295,0.3017241379310345,0.012702545576387642,-0.01642522267316291,0.0,-0.0164252226731629,0.5880985676376997,0.0012877308904315,0.2146428968609997,036930 주성엔지니어링,0.0587774294670846,018880 한온시스템,-0.0942698706099814,production_config_model_version,55,86880
2026-05-08,2025-04-24,2026-05-06,250,348,0.04153359951769517,0.013859371662620443,0.021267658822741127,0.48563218390804597,0.03573460553798137,0.4367816091954023,0.015601941056285429,-3.8072626191106017e-06,0.0,-3.807262619126561e-06,0.5880925213293877,0.0003425921873081,0.2150590240278336,005380 현대차,0.0716783216783216,018880 한온시스템,-0.0265306122448979,production_config_model_version,55,86883
2026-05-11,2025-04-25,2026-05-07,250,348,0.043649301930934664,0.01872589590807373,0.022707813295725653,0.5086206896551724,0.043166461538409584,0.27298850574712646,0.01859846731698529,0.033030780634386095,0.1,0.0330307806343861,0.6405484570285278,-0.0045601233196917,0.2095182050375623,036930 주성엔지니어링,0.1792656587473002,090710 휴림로봇,-0.035965598123534,production_config_model_version,55,86886
2026-05-12,2025-04-28,2026-05-08,250,348,0.05032426436883314,-0.14388088319958967,0.01585821363795119,0.6896551724137931,0.046147159771984934,0.7816091954022989,0.01032357193564115,-0.0113145997487253,0.1,-0.0113145997487253,0.6219863078688612,-0.0214047127182084,0.1836288153312901,218410 RFHIC,0.0817307692307691,018880 한온시스템,-0.0994764397905759,production_config_model_version,55,86888
2026-05-13,2025-04-29,2026-05-11,250,348,0.046037180068784336,0.06793802713929488,0.02226050913284108,0.5402298850574713,0.05179285273097921,0.6522988505747126,0.00977886999151455,0.011927249994864617,0.0,0.0119272499948646,0.6413321440510606,-0.0029395685865501,0.1801494572476067,005380 현대차,0.0990712074303405,062040 산일전기,-0.0304487179487179,production_config_model_version,55,86890
2026-05-14,2025-04-30,2026-05-12,250,348,0.050457713994806516,-0.3484641326036807,0.017940995647352995,0.6408045977011494,0.04804234637708683,0.6350574712643678,0.019706131724035198,0.00670605938937373,0.0,0.0067060593893737,0.6523390148867552,0.0337695800847761,0.2200026088561348,010060 OCI홀딩스,0.0929535232383809,098460 고영,-0.0541813898704358,production_config_model_version,55,86892
