evaluation_date,train_start_date,train_end_date,train_rows,unique_train_dates,prediction_rows,feature_count,training_time_seconds,prediction_time_seconds,ranking_model_size_bytes,gap_model_size_bytes,intraday_model_size_bytes,total_model_size_bytes
2026-05-19,2025-05-08,2026-05-15,86899,250,348,55,3.8650985999847762,0.016518800053745508,640436,645265,640676,1926377
2026-05-20,2025-05-09,2026-05-18,86901,250,348,55,3.738407999975607,0.014073600003030151,640741,645311,640772,1926824
2026-05-21,2025-05-12,2026-05-19,86903,250,348,55,3.9975783999543637,0.015052200003992766,641312,645462,640693,1927467
2026-05-22,2025-05-13,2026-05-20,86905,250,348,55,3.8446308000129648,0.011797300016041845,641180,645706,640919,1927805
2026-05-26,2025-05-14,2026-05-21,86907,250,348,55,3.8411553000332788,0.017448099970351905,641219,645563,641129,1927911
2026-05-27,2025-05-15,2026-05-22,86909,250,348,55,4.021753099979833,0.014328100020065904,641268,645455,641271,1927994
2026-05-28,2025-05-16,2026-05-26,86911,250,348,55,4.031655200000387,0.011662099976092577,641610,645637,641079,1928326
2026-05-29,2025-05-19,2026-05-27,86913,250,348,55,4.159044200030621,0.013476399995852262,641001,645798,640768,1927567
2026-06-01,2025-05-20,2026-05-28,86915,250,348,55,3.8283407000126317,0.013167900033295155,641210,645738,641085,1928033
2026-06-02,2025-05-21,2026-05-29,86917,250,348,55,3.821357699984219,0.013592100003734231,641086,645412,640900,1927398
2026-06-04,2025-05-22,2026-06-01,86919,250,348,55,4.54191880003782,0.015127900056540966,641044,645279,640805,1927128
2026-06-05,2025-05-23,2026-06-02,86920,250,348,55,3.680201799958013,0.013167800032533705,640978,645313,640838,1927129
2026-06-08,2025-05-26,2026-06-04,86921,250,348,55,3.9277526999940164,0.011747399985324591,641342,645503,641158,1928003
2026-06-09,2025-05-27,2026-06-05,86922,250,348,55,3.896429500018712,0.018464400025550276,641291,645078,641144,1927513
2026-06-10,2025-05-28,2026-06-08,86923,250,348,55,3.6183534000301734,0.013596199976745993,641313,645194,641020,1927527
2026-06-11,2025-05-29,2026-06-09,86924,250,348,55,3.8367731999605894,0.012665200047194958,641071,644672,641032,1926775
2026-06-12,2025-05-30,2026-06-10,86925,250,348,55,3.830185499973595,0.016587299993261695,640934,645032,640973,1926939
2026-06-16,2025-06-02,2026-06-11,86926,250,348,55,3.7124684999580495,0.01530049997381866,641070,644884,641450,1927404
2026-06-17,2025-06-04,2026-06-12,86927,250,348,55,4.422768700052984,0.015102700039278716,640784,644540,640908,1926232
