k,average_return,cumulative_return,cagr,win_rate,volatility,sharpe,mdd
10,0.006151859822311697,0.5907716998390993,2.6686138165014563,0.5555555555555556,0.04436704953713098,2.2011323304352324,-0.24927334483998365
20,0.0044510033767011245,0.38500509332736277,1.4892231851084379,0.5777777777777777,0.04078922171332015,1.7322587965360852,-0.22329334529282296
30,0.004399275008352554,0.38757820037322976,1.5021936118958985,0.5777777777777777,0.038897244336780754,1.7954054822453935,-0.21844603723900136
50,0.003845841347971656,0.3272392911853561,1.2093160307340094,0.5777777777777777,0.03740483043270648,1.6321645633734023,-0.2029004887100746
