evaluation_date,sample_count,daily_spearman_ic,daily_pearson_ic,ranking_score_mean,ranking_score_std,actual_return_mean,actual_return_std
2026-05-20,348,0.045238551160243654,-0.03574603482228439,0.0045621882782526406,0.0035636617429946936,-0.028794487556216396,0.03038831337057235
2026-05-21,348,-0.33390739128143504,-0.34467406963679237,0.0033745629401115028,0.002239815529234907,0.05102189751644841,0.05733627435697554
2026-05-22,348,0.1220534391329151,0.19582569211324916,0.009782440259195176,0.003490572327887213,0.03544677377714461,0.04259507118497764
2026-05-26,348,0.1867014354247748,0.19912027444548402,-0.00204999200606074,0.002810685254996063,0.00559188622597327,0.04397397682224206
2026-05-27,348,-0.04500573179961606,0.03623284717335893,-0.0003208595634461663,0.003285893063185254,-0.028414032769059943,0.04660200395831889
2026-05-28,348,0.16862466360738554,0.10853724776153804,-0.013548034411021932,0.0036578812750458754,-0.016829761641788003,0.036207408437072576
2026-05-29,348,-0.10622958727069504,0.20205839680543142,0.002575729336982315,0.004354498043138294,-0.002978804065057049,0.053083732033988786
2026-06-01,348,0.08048106748872273,0.19125766719188084,0.0034590966577110575,0.004181902322133197,-0.004027419177170744,0.05650497344500495
2026-06-02,348,-0.22982483839983783,-0.0686133638266341,0.0005648823883203546,0.0045863388722152815,-0.015992550185429544,0.04993845171133194
2026-06-04,348,-0.17884550058806417,-0.18076280146609788,-0.0012061508727847351,0.003146508888562339,0.014203453389871359,0.060361224912922964
2026-06-05,348,0.2634534128524927,0.05667348905600257,-0.0037154168230986813,0.0045222802902765945,-0.03149415340276534,0.036407247421413685
2026-06-08,348,0.20903829122883025,0.13504312604503788,-0.020933298452070467,0.0037509605264780055,-0.07261846847055219,0.037738604769902186
2026-06-09,348,0.1831406788068136,0.1625829161850154,0.0452336268073409,0.011082585883240065,0.045992804647023516,0.05121973374728149
2026-06-10,348,-0.1185148780704131,-0.11996741391565816,0.004146767426934447,0.004080872439929323,-0.008108836790707485,0.03964273310013122
2026-06-11,348,-0.3286591694457795,-0.35109107484316077,-0.009296187625889019,0.0031591349157396482,0.03081836431952382,0.051293044484279335
2026-06-12,348,0.10128208176381712,-0.013235764026044773,0.003962389525939223,0.0040727528445538745,0.032096559397438225,0.06697603168526058
2026-06-16,348,0.24763330085172058,0.22761747966421794,0.0020048734520969566,0.004418904250909745,0.020912677165194113,0.07307294745159465
2026-06-17,348,0.03728223738131815,0.062001337525949024,0.007234830041773529,0.004260269541952287,-0.0013219450032383256,0.03751590327975347
