evaluation_date,daily_return,kospi_benchmark_return,universe_equal_weight_return,top10_count,prediction_count,train_start_date,train_end_date,train_rows,unique_train_dates,cumulative_return,kospi_benchmark_cumulative_return,universe_cumulative_return
2026-02-19,0.07787709122216588,0.023383425428031537,0.03502262054325179,10,348,2024-01-24,2026-02-12,172038,500,0.1325095368401923,0.09021355107160445,0.05936705854682445
2026-02-20,0.04231845101407642,0.017066386981724035,0.007522609950330182,10,348,2024-01-25,2026-02-13,172049,500,0.1804355861979383,0.10881955742691196,0.06733626372250101
2026-02-23,0.027712971620016368,0.005129123744955415,-0.0001880712688709862,10,348,2024-01-26,2026-02-19,172060,500,0.21314896409749928,0.11450683014778118,0.06713552843707071
2026-02-24,0.00705867379628441,0.004657967119081565,0.007775875907801333,10,348,2024-01-29,2026-02-20,172071,500,0.22171218690136385,0.11969816631660146,0.07543344188300338
2026-02-25,-0.00538127890805532,0.013879360485143166,0.007078351107888938,10,348,2024-01-30,2026-02-23,172082,500,0.2151378128782775,0.1352388608014634,0.08304573737781662
2026-02-26,0.014626214367580149,0.002418571077524624,0.008458299982752524,10,348,2024-01-31,2026-02-24,172093,500,0.2329106790155877,0.13798451667627987,0.09220646311959957
2026-02-27,0.019557212497565712,-0.007194144759053435,-0.0034741159322068532,10,348,2024-02-01,2026-02-25,172104,500,0.2570229751556137,0.12979769132974917,0.08841201124481657
2026-03-03,-0.07001740261708142,-0.04409028530126535,-0.045011783734186205,10,348,2024-02-02,2026-02-26,172115,500,0.1690094914052216,0.07998458878630954,0.03942064518097421
2026-03-04,-0.1762662176963375,-0.12597046627388725,-0.13320299121646845,10,348,2024-02-05,2026-02-27,172126,500,-0.03704739009589586,-0.05606157343171414,-0.09903329388928317
2026-03-05,0.1629300863851692,0.07614737192611104,0.10371254221793873,10,348,2024-02-06,2026-03-03,172138,500,0.11984656182060394,0.01581685701152913,-0.0055917463448181826
2026-03-06,0.05489044143317332,0.014505400636042201,0.02949912789794224,10,348,2024-02-07,2026-03-04,172150,500,0.1813154339363583,0.03055168749532644,0.023742429912525287
2026-03-09,-0.08764028531856952,-0.040387281788867295,-0.04323437902110717,10,348,2024-02-08,2026-03-05,172162,500,0.07778461225494615,-0.011069493905540018,-0.020518438322302046
2026-03-10,0.0004128832864057852,0.026710641687850662,0.029482986209842434,10,348,2024-02-13,2026-03-06,172174,500,0.0782296115076917,0.015345474496933909,0.008359603053436526
2026-03-11,0.026828404354022818,0.017836053288272032,0.009119062041897162,10,348,2024-02-14,2026-03-09,172186,500,0.10715679151170088,0.03345523048606691,0.0175548968342234
2026-03-12,0.012061944216102117,0.0031898479262249843,0.005149596688992725,10,348,2024-02-15,2026-03-10,172198,500,0.12051125496939363,0.03675179550987906,0.022794894161829227
2026-03-13,0.03991156676719437,-0.01448628157628475,-0.005287753284515412,10,348,2024-02-16,2026-03-11,172210,500,0.16523261473549722,0.021733117075404262,0.017386607100839502
2026-03-16,-0.021479133573363684,-0.009923671444541092,-0.009516171054373425,10,348,2024-02-19,2026-03-12,172222,500,0.14020442775955355,0.011593773317541078,0.007704982119239423
2026-03-17,0.029536117488600976,0.020372311684359254,0.012890558736224465,10,348,2024-02-20,2026-03-13,172234,500,0.17388163969888293,0.032202276965523025,0.020694862380033596
2026-03-18,0.08222257257458804,0.03111922450743842,0.02999700143439488,10,348,2024-02-21,2026-03-16,172246,500,0.2704012080130007,0.06432361135950226,0.05131264763092691
2026-03-19,0.009601253760285023,-0.017683452994752775,-0.02047809321240557,10,348,2024-02-22,2026-03-17,172258,500,0.282598652388506,0.0455026948068209,0.029783769237359925
2026-03-20,0.04317324892694019,0.02264270374916596,0.019212097401992752,10,348,2024-02-23,2026-03-18,172270,500,0.3379726032814332,0.06917570259428629,0.04956807531493923
2026-03-23,-0.05555217842099748,-0.05683979357588747,-0.05802976189676227,10,348,2024-02-26,2026-03-19,172282,500,0.2636453105015366,0.008403976362472587,-0.011338110190029727
2026-03-24,0.005140700041543445,0.022426506619105713,0.021733149285472212,10,348,2024-02-27,2026-03-20,172294,500,0.2701413320017281,0.03101895481309791,0.010148626254067539
2026-03-25,0.05268934439800915,0.02311273562768917,0.02832751461759579,10,348,2024-02-28,2026-03-23,172305,500,0.33706424607771335,0.05484862334282958,0.038763626230224
2026-03-26,-0.03364347374657456,-0.014747210063106994,-0.021654527350716844,10,348,2024-02-29,2026-03-24,172315,500,0.29208076021731433,0.03929254910961366,0.01626969087509189
2026-03-27,0.014789138000583513,0.0036313447716797907,0.004171317897613992,10,348,2024-03-04,2026-03-25,172326,500,0.31118952088806706,0.04306657867406871,0.020508874825441836
2026-03-30,-0.04508802957737061,-0.02646325915563549,-0.03212215728255495,10,348,2024-03-05,2026-03-26,172336,500,0.2520705689887275,0.015463637486034854,-0.012272071759944159
2026-03-31,-0.035292144799205935,-0.02444770676383966,-0.0289565773066878,10,348,2024-03-06,2026-03-27,172346,500,0.20788231316915318,-0.009362119752565734,-0.04087329187200184
2026-04-01,0.09930807901240489,0.053589458131800626,0.059531467035979814,10,348,2024-03-07,2026-03-30,172356,500,0.32783478536304167,0.04372562745472974,0.016224928136248096
2026-04-02,-0.04867740289300737,-0.03844979509900855,-0.04419858783125777,10,348,2024-03-08,2026-03-31,172366,500,0.26319923654057487,0.0035945909395111997,-0.02869077860629543
2026-04-03,0.01948329058278172,0.01449278349320467,0.009028825367666577,10,348,2024-03-11,2026-04-01,172376,500,0.2878105143300429,0.01813947006094896,-0.019920997268327634
2026-04-06,-0.037107972682107734,0.0066788259220521414,-0.003108659300524517,10,348,2024-03-12,2026-04-02,172386,500,0.24002247694455248,0.02493944634585632,-0.02296772897541821
2026-04-07,-0.03639196886706414,-0.006282608841078728,-0.006154142915326411,10,348,2024-03-13,2026-04-03,172396,500,0.19489561756912654,0.018500152718673668,-0.028980525204189478
2026-04-08,0.04212643654317201,0.048249236020002494,0.05389435344606402,10,348,2024-03-14,2026-04-06,172406,500,0.2452323119783666,0.06764200697360545,0.02335194157346754
2026-04-09,-0.0020992980290946315,0.003514970268816679,-0.003629119182077211,10,348,2024-03-15,2026-04-07,172416,500,0.24261819824006547,0.0713947368858574,0.019638075412287348
2026-04-10,0.014838898526462242,0.011534838787643545,0.013776804531486305,10,348,2024-03-18,2026-04-08,172426,500,0.2610572835908851,0.08375310245376544,0.033685429870103256
2026-04-13,-0.01181843650869251,-0.006784832553805399,-0.0019031188397249483,10,348,2024-03-19,2026-04-09,172436,500,0.24615355815094198,0.07640001912394956,0.03171820365416833
2026-04-14,0.015250576745547695,0.01541386461260261,0.017280122058914583,10,348,2024-03-20,2026-04-10,172446,500,0.2651581186262604,0.09299150328772887,0.04954642014371635
2026-04-15,0.05061031678442457,0.017162462732450413,0.022073628588197395,10,348,2024-03-21,2026-04-13,172456,500,0.32918817179232196,0.11174992922978944,0.07271371800804105
2026-04-16,-0.027708135395960187,0.01944949901585812,0.018640779245239884,10,348,2024-03-22,2026-04-14,172465,500,0.29235884596159156,0.13337290838422455,0.09270993761876944
2026-04-17,0.022900756829567725,0.0029456192928229074,0.004835148869193324,10,348,2024-03-25,2026-04-15,172474,500,0.32195484162949883,0.13671139348912398,0.09799335283800326
2026-04-20,-0.01427643428815294,-0.0004295579651759852,0.001338139898742616,10,348,2024-03-26,2026-04-16,172483,500,0.30308204020106966,0.13622311005594456,0.09946262155199004
2026-04-21,0.030775729363106,0.01429003691861174,0.013295886145922475,10,348,2024-03-27,2026-04-17,172492,500,0.3431853404082217,0.15245978024642381,0.11408095138984264
2026-04-22,0.0003369331533665254,0.009756617418489457,0.00895147256332517,10,348,2024-03-28,2026-04-20,172501,500,0.3436379040805211,0.1637038894124847,0.12405361645953183
2026-04-23,-0.016247704239332205,0.0023854649404029945,-0.001991988900704616,10,348,2024-03-29,2026-04-21,172510,500,0.32180687281026454,0.1664798642416887,0.12181451413174749
2026-04-24,0.04262755232958097,0.015448277862943387,0.021661282611919092,10,348,2024-04-01,2026-04-22,172519,500,0.3781522644505839,0.18449996930602297,0.14611445536050804
2026-04-27,0.019125568643265367,0.0073515387574923105,0.012379948006252903,10,348,2024-04-02,2026-04-23,172528,500,0.40451021018520517,0.19320786673862456,0.160303292727086
2026-04-28,-0.0023019847168243234,0.007018494978171873,0.00030365482757189474,10,348,2024-04-03,2026-04-24,172537,500,0.40127704914673523,0.20158239015924484,0.1606556244233701
2026-04-29,-0.011847529477977925,0.009616254941005332,0.00801397792455257,10,348,2024-04-04,2026-04-27,172546,500,0.3846753780001553,0.2131371127556385,0.16995709297550676
2026-04-30,-0.010963962060908761,-0.01171639603534597,-0.018902972348947628,10,348,2024-04-05,2026-04-28,172555,500,0.36949384968908716,0.19892351789741713,0.1478414263975356
2026-05-04,0.05227789494480932,0.014514903017442697,0.016700974901520647,10,348,2024-04-08,2026-04-29,172564,500,0.44108810529069564,0.2163257764850295,0.1670114972507264
2026-05-06,-0.014274864372991681,-0.002667871777178191,-0.0031812250775707343,10,348,2024-04-09,2026-04-30,172573,500,0.4205167680381394,0.21308077527409064,0.16329897100985913
2026-05-07,-0.023937146062943216,0.0012877308904315024,-0.005369916205040587,10,348,2024-04-11,2026-05-04,172583,500,0.3865136506767506,0.2146428968609997,0.15705215301412623
2026-05-08,-0.007050116590480349,0.00034259218730818965,0.0025116212775633633,10,348,2024-04-12,2026-05-06,172593,500,0.3767385677851869,0.2150590240278336,0.15995822982088703
2026-05-11,0.02444792180568377,-0.004560123319691796,-0.004236587268788842,10,348,2024-04-15,2026-05-07,172604,500,0.41039696463726805,0.20951820503756236,0.15504396555210098
2026-05-12,-0.013621708256678688,-0.02140471271820847,-0.022926853399489692,10,348,2024-04-16,2026-05-08,172616,500,0.3911849486588739,0.18362881533129016,0.12856244188392263
2026-05-13,0.047890564465448995,-0.0029395685865501544,-0.001955724349769805,10,348,2024-04-17,2026-05-11,172628,500,0.45780958112598413,0.18014945724760678,0.1263552848360947
2026-05-14,-0.0062585354094454315,0.033769580084776124,0.025750872913074242,10,348,2024-04-18,2026-05-12,172640,500,0.4486858282422783,0.22000260885613487,0.15535991663087856
2026-05-15,-0.06072728115426214,-0.03358714011500556,-0.039141716996291515,10,348,2024-04-19,2026-05-13,172652,500,0.36071107664641433,0.17902621029181165,0.1101371457452538
2026-05-18,-0.0048680873495641095,-0.0220121117666881,-0.018670937840903387,10,348,2024-04-22,2026-05-14,172664,500,0.35408701626778005,0.15307335357501373,0.08940984410216624
2026-05-19,-0.06066444528925128,-0.02268167814721267,-0.023020042009300377,10,348,2024-04-23,2026-05-15,172676,500,0.27194207855251773,0.12691971488909815,0.06433158372558889
2026-05-20,-0.02586112270649621,-0.026915992980557323,-0.028794487556216428,10,348,2024-04-24,2026-05-18,172689,500,0.23904822838351514,0.09658755175349154,0.03368470118231426
2026-05-21,0.04405854526491402,0.05087202398730975,0.05102189751644843,10,348,2024-04-25,2026-05-19,172702,500,0.29363889083916184,0.1523731799904804,0.08642525607035889
2026-05-22,0.10183840564640818,0.02290209141220139,0.03544677377714465,10,348,2024-04-26,2026-05-20,172714,500,0.4253810129644098,0.17876493589959153,0.12493552634806138
2026-05-26,0.061254572699474985,0.002662291471808959,0.005591886225973264,10,348,2024-04-29,2026-05-21,172726,500,0.5126921178474892,0.18190315173570437,0.13122603782295506
2026-05-27,0.020804080604326636,-0.021310306190455684,-0.02841403276905998,10,348,2024-04-30,2026-05-22,172737,500,0.544162286596718,0.15671643368475197,0.09908334411503983
2026-05-28,-0.02113748943666066,-0.01344630494214644,-0.01682976164178802,10,348,2024-05-02,2026-05-26,172748,500,0.5115225725752899,0.14116287178583464,0.0805860334091244
2026-05-29,0.011180006684894151,0.010462360920888085,-0.002978804065057063,10,348,2024-05-03,2026-05-27,172757,500,0.5284214050410501,0.15310212961997505,0.07736717934016157
2026-06-01,0.033133361401231756,0.002921934223283089,-0.004027419177170757,10,348,2024-05-07,2026-05-28,172765,500,0.5790631438276534,0.1564714181954523,0.07302817010123275
2026-06-02,-0.04624245157676168,-0.015531744025422428,-0.015992550185429565,10,348,2024-05-08,2026-05-29,172773,500,0.5060433928625541,0.13850940015532331,0.05586771324050921
2026-06-04,-0.01705413896003747,0.0035557029644876646,0.014203453389871367,10,348,2024-05-09,2026-06-01,172780,500,0.48035911956082966,0.14255760140455265,0.07086468109139088
2026-06-05,-0.07375499803737445,-0.021773845155719167,-0.03149415340276537,10,348,2024-05-10,2026-06-02,172788,500,0.37117523560301136,0.11767972911008018,0.03713870455149526
2026-06-08,-0.07198439749299287,-0.06426307032254702,-0.07261846847055221,10,348,2024-05-13,2026-06-04,172796,500,0.272472012410816,0.04585419808019364,-0.038176719764566824
2026-06-09,0.02546856035585928,0.035881018817924014,0.04599280464702356,10,348,2024-05-14,2026-06-05,172804,500,0.30488004266004265,0.08338051224231391,0.006060230468260874
2026-06-10,-0.02077661231424448,-0.0038288017770733143,-0.0081088367907075,10,348,2024-05-16,2026-06-08,172812,500,0.2777690558971002,0.07923246301179399,-0.002097747742227818
2026-06-11,0.013605911525772951,0.01401683526643502,0.030818364319523842,10,348,2024-05-17,2026-06-09,172819,500,0.29515426862200655,0.09435988666001904,0.028655967423125706
2026-06-12,0.012595576286971433,0.03216374278772181,0.03209655939743825,10,348,2024-05-20,2026-06-10,172826,500,0.3114674830158317,0.12955859657175228,0.061672284781051356
2026-06-16,0.022176714563304434,0.04701399778837556,0.02091267716519413,10,348,2024-05-21,2026-06-11,172833,500,0.3405515230457292,0.18266366193281747,0.08387469452791163
2026-06-17,-0.008166708504829645,-0.011588783973802788,-0.0013219450032383297,10,348,2024-05-22,2026-06-12,172840,500,0.3296036295213094,0.16895802824101147,0.08244187179134399
