evaluation_date,train_start_date,train_end_date,rolling_train_days,prediction_rows,ranking_rmse,ranking_ic,gap_rmse,gap_direction_accuracy,intraday_rmse,intraday_direction_accuracy,top10_average_predicted_return,top10_average_actual_return,top10_hit_rate,portfolio_daily_return,portfolio_cumulative_return,benchmark_return,benchmark_cumulative_return,best_stock,best_stock_return,worst_stock,worst_stock_return,feature_count,train_rows
2026-04-28,2025-09-11,2026-04-24,150,348,0.03530335913876482,-0.14616597333737424,0.02103451146461393,0.4942528735632184,0.030488010633279584,0.514367816091954,0.02790325654456465,-0.00761454844272815,0.1,-0.0076145484427281,0.2512118677482582,0.0070184949781718,0.2015823901592448,047040 대우건설,0.1189759036144577,036540 SFA반도체,-0.1134538152610441,55,52182
2026-04-29,2025-09-12,2026-04-27,150,348,0.03465406628999916,-0.059366477601292614,0.018113271862536133,0.3563218390804598,0.032749174506720845,0.49712643678160917,0.013758626592792877,-0.006602908758726331,0.0,-0.0066029087587263,0.2429502299476809,0.0096162549410053,0.2131371127556385,098460 고영,0.0500625782227783,100790 미래에셋벤처투자,-0.0547263681592039,55,52182
2026-04-30,2025-09-15,2026-04-28,150,348,0.0526222425311579,-0.16680813490344293,0.02078932745482983,0.3850574712643678,0.035642998327761834,0.6752873563218391,0.016122514245045672,-0.01625383433897367,0.1,-0.0162538343389736,0.222747522818522,-0.0117163960353459,0.1989235178974171,001440 대한전선,0.099609375,100790 미래에셋벤처투자,-0.0807017543859649,55,52182
2026-05-04,2025-09-16,2026-04-29,150,348,0.04936233238334927,0.08635215574560097,0.026703611961807157,0.3879310344827586,0.03793885435439612,0.5603448275862069,0.00662526996909109,0.027145843004133603,0.1,0.0271458430041335,0.255940035106647,0.0145149030174426,0.2163257764850295,402340 SK스퀘어,0.1783590963139121,010060 OCI홀딩스,-0.0339673913043477,55,52182
2026-05-06,2025-09-17,2026-04-30,150,348,0.05161042876698497,0.09399499812748355,0.025551298295059137,0.6235632183908046,0.0411136882950388,0.19827586206896552,0.022692688987537613,-0.009689719089517847,0.1,-0.0096897190895178,0.2437703289731843,-0.0026678717771781,0.2130807752740906,001440 대한전선,0.1400329489291598,082740 한화엔진,-0.0558659217877095,55,52182
2026-05-07,2025-09-18,2026-05-04,150,348,0.03895067052541455,0.058315805239303076,0.020903503492056604,0.6551724137931034,0.03626473918465022,0.3390804597701149,0.0169704738091903,-0.002903493755608719,0.0,-0.0029034937556087,0.2401590495895993,0.0012877308904315,0.2146428968609997,032500 케이엠더블유,0.0617886178861788,018880 한온시스템,-0.0942698706099814,55,52182
2026-05-08,2025-09-19,2026-05-06,150,348,0.042675866706784166,-0.0696378364134235,0.022108582091279704,0.48563218390804597,0.03569727731728281,0.4511494252873563,0.020946858939970472,-0.00982873216479543,0.0,-0.0098287321647954,0.2279698584494358,0.0003425921873081,0.2150590240278336,100790 미래에셋벤처투자,0.0727611940298507,011790 SKC,-0.0815623205054566,55,52182
2026-05-11,2025-09-22,2026-05-07,150,348,0.04357828910597651,0.15643590377701982,0.022150683694662082,0.5344827586206896,0.04165165931663384,0.27873563218390807,0.014444664247707201,0.02341169765014374,0.1,0.0234116976501437,0.2567187174989438,-0.0045601233196917,0.2095182050375623,036930 주성엔지니어링,0.1792656587473002,001440 대한전선,-0.0248962655601659,55,52182
2026-05-12,2025-09-23,2026-05-08,150,348,0.053580097694628,-0.18980339161832643,0.016167992419332956,0.6896551724137931,0.04773104532253479,0.5948275862068966,0.01433886801008832,-0.004725295955679059,0.1,-0.004725295955679,0.2507803496257199,-0.0214047127182084,0.1836288153312901,218410 RFHIC,0.0817307692307691,018880 한온시스템,-0.0994764397905759,55,52182
2026-05-13,2025-09-24,2026-05-11,150,348,0.0809031843815705,-0.16200211120791966,0.022044816201403642,0.42528735632183906,0.051230129934538245,0.6695402298850575,-0.0005124219957782601,-0.01789389457425907,0.0,-0.017893894574259,0.2283990179139623,-0.0029395685865501,0.1801494572476067,088350 한화생명,0.0278637770897833,062040 산일전기,-0.0304487179487179,55,52182
2026-05-14,2025-09-25,2026-05-12,150,348,0.04596195206834211,-0.39269785395404616,0.019208381735782976,0.46839080459770116,0.048835871848793795,0.5545977011494253,0.01889387006560053,0.006045839540192837,0.0,0.0060458395401928,0.2358257212676004,0.0337695800847761,0.2200026088561348,010060 OCI홀딩스,0.0929535232383809,222800 심텍,-0.0385288966725043,55,52182
2026-05-15,2025-09-26,2026-05-13,150,348,0.07364776171165037,-0.4122020107279743,0.025391304438797835,0.5833333333333334,0.06791526973444524,0.29310344827586204,0.028241416696890287,-0.07010753077618781,0.0,-0.0701075307761878,0.1491850314798277,-0.0335871401150055,0.1790262102918116,018880 한온시스템,0.01,010060 OCI홀딩스,-0.2016460905349794,55,52182
