date,ticker,open,high,low,close,volume,trading_value
2026-06-16,058470,98000,99200,93500,94700,1208903,114483114100
2026-06-16,058610,100800,101000,95600,97800,148958,14568092400
2026-06-16,060250,15610,16080,15380,15380,296604,4561769520
2026-06-16,060280,10870,11100,10710,10770,177268,1909176360
2026-06-16,060370,31750,34000,30000,31600,515567,16291917200
2026-06-16,062040,261000,261500,247500,254000,251049,63766446000
2026-06-16,064350,221000,240000,218500,226500,956649,216680998500
2026-06-16,064400,98200,98200,92200,92900,1015971,94383705900
2026-06-16,064760,287500,290500,272000,274500,87684,24069258000
2026-06-16,065350,43050,43900,41300,41850,109276,4573200600
2026-06-16,066570,249500,250000,232000,234000,1602695,375030630000
2026-06-16,066970,142900,144500,135800,141700,226005,32024908500
2026-06-16,067160,50100,52500,48300,48300,82612,3990159600
2026-06-16,067310,51100,53400,49100,50100,2633341,131930384100
2026-06-16,068270,174200,177400,172300,174500,427814,74653543000
2026-06-16,068760,43850,44450,43250,44100,58008,2558152800
2026-06-16,069080,11870,12000,11210,11270,143430,1616456100
2026-06-16,069260,16550,17010,16520,16710,98680,1648942800
2026-06-16,069620,121400,124300,120100,122700,33600,4122720000
2026-06-16,069960,181400,199700,180900,198400,178645,35443168000
2026-06-16,071050,251500,262000,250500,252500,197295,49816987500
2026-06-16,071320,73600,74800,73100,73100,11195,818354500
2026-06-16,071970,72100,73900,70400,72000,157272,11323584000
2026-06-16,073240,5070,5130,4990,5090,410070,2087256300
2026-06-16,074600,41400,41800,39500,40000,427406,17096240000
2026-06-16,078340,25550,26250,25550,26000,30370,789620000
2026-06-16,078600,123500,132400,121300,130300,383349,49950374700
2026-06-16,078930,76000,79400,74300,79200,317762,25166750400
2026-06-16,079550,943000,1098000,936000,1002000,998463,1000459926000
2026-06-16,080220,104900,110700,99800,101200,2628185,265972322000
2026-06-16,081660,43850,45650,40950,42150,287629,12123562350
2026-06-16,082270,13320,13970,12920,13710,204395,2802255450
2026-06-16,082740,61400,63000,59000,59300,683833,40551296900
2026-06-16,082920,46250,51100,46050,48450,455011,22045282950
2026-06-16,083650,69700,70000,67100,68000,328488,22337184000
2026-06-16,084370,186200,186500,174100,176700,297190,52513473000
2026-06-16,085660,12270,12530,12030,12360,302592,3740037120
2026-06-16,086280,220000,226500,216000,222000,252552,56066544000
2026-06-16,086520,124100,125500,121200,122600,649749,79659227400
2026-06-16,086790,129000,136000,128500,132000,1074269,141803508000
2026-06-16,087010,232000,236000,226000,232500,170000,39525000000
2026-06-16,088350,5250,5590,5230,5550,8246782,45769640100
2026-06-16,089030,68300,68500,59900,59900,2648084,158620231600
2026-06-16,089970,93000,94500,89900,92500,672764,62230670000
2026-06-16,090360,115100,115600,106200,106500,234230,24945495000
2026-06-16,090430,112600,113200,110000,110400,170138,18783235200
2026-06-16,090710,11270,11440,10910,11000,2776945,30546395000
2026-06-16,093370,22400,22400,19200,19200,11442482,219695654400
2026-06-16,095340,210500,213500,198600,199500,168039,33523780500
2026-06-16,095610,176200,178500,164700,169200,418108,70743873600
2026-06-16,095660,19770,19940,19270,19390,54841,1063366990
2026-06-16,096530,28700,28800,28050,28500,174328,4968348000
2026-06-16,096770,113100,113700,110000,112500,276144,31066200000
2026-06-16,097950,203000,203500,199200,200500,57021,11432710500
2026-06-16,098460,37800,38100,35650,35750,1832387,65507835250
2026-06-16,099320,110100,117500,107300,110100,160175,17635267500
2026-06-16,100790,31350,31650,29200,29800,2821117,84069286600
2026-06-16,101490,66100,66800,63100,63500,263763,16748950500
2026-06-16,101730,4055,4120,3555,3555,361133,1283827815
2026-06-16,103140,77600,83100,77200,78100,253375,19788587500
2026-06-16,105560,174600,182700,170600,172000,1678455,288694260000
2026-06-16,108490,338000,339000,310500,314000,197467,62004638000
2026-06-16,111770,82400,83900,80900,81000,73461,5950341000
2026-06-16,112040,18950,19250,17940,18020,156176,2814291520
2026-06-16,112610,43800,56800,43000,56800,2399924,136315683200
2026-06-16,120110,71700,74000,69300,72900,124485,9074956500
2026-06-16,121600,63100,63100,60500,60800,53109,3229027200
2026-06-16,122870,44800,46950,44800,46300,75897,3514031100
2026-06-16,124500,42450,42700,33500,35200,787481,27719331200
2026-06-16,125490,12650,13050,12420,12490,793966,9916635340
2026-06-16,128940,423500,435500,412500,425500,92461,39342155500
2026-06-16,131290,256500,264500,249000,251000,86645,21747895000
2026-06-16,131970,160900,163900,149600,150300,322669,48497150700
2026-06-16,137310,7200,7280,7050,7160,63010,451151600
2026-06-16,137400,44100,44200,42800,42950,95866,4117444700
2026-06-16,138040,111100,116800,111100,114400,310954,35573137600
2026-06-16,138930,17840,18880,17780,18470,2406465,44447408550
2026-06-16,139130,17900,18570,17890,18110,1006906,18235067660
2026-06-16,139480,90800,92200,89700,91000,123589,11246599000
2026-06-16,140860,260500,262000,246500,249500,43113,10756693500
2026-06-16,141080,132800,142900,130100,139700,252001,35204539700
2026-06-16,145020,246000,249500,237000,239500,54184,12977068000
2026-06-16,161390,74000,74100,70600,71000,362553,25741263000
2026-06-16,161580,46300,46350,42600,42850,205601,8810002850
2026-06-16,161890,89200,93800,85500,85700,259245,22217296500
2026-06-16,166090,74400,75400,70300,70300,166447,11701224100
2026-06-16,171090,75700,78400,74700,75100,70302,5279680200
2026-06-16,175330,27300,29150,27150,28250,1340630,37872797500
2026-06-16,178320,77800,78000,69600,74300,2350125,174614287500
2026-06-16,180640,126900,130200,125400,127900,82115,10502508500
2026-06-16,183300,111400,112600,106500,108300,306005,33140341500
2026-06-16,185750,72800,74000,72400,73900,29194,2157436600
2026-06-16,189300,100000,103900,98200,100400,206832,20765932800
2026-06-16,192080,69800,71000,67800,68400,99176,6783638400
2026-06-16,192820,169100,175200,167000,167000,61330,10242110000
2026-06-16,194480,15630,15830,15140,15260,39743,606478180
2026-06-16,195940,42250,43000,41950,42250,145477,6146403250
2026-06-16,196170,348000,356500,337000,352500,323971,114199777500
2026-06-16,204270,17570,17570,16690,17220,159684,2749758480
2026-06-16,204320,72200,77900,69300,76900,4393621,337869454900
2026-06-16,207940,1349000,1357000,1321000,1333000,40379,53825207000
2026-06-16,211050,10350,10370,9900,10070,109607,1103742490
2026-06-16,213420,38600,39300,37350,37500,131621,4935787500
2026-06-16,214150,43900,45900,43600,44600,306632,13675787200
2026-06-16,214370,75400,77000,73500,74800,78567,5876811600
2026-06-16,214430,73600,78100,71200,73100,59111,4321014100
2026-06-16,214450,301000,307000,292500,295000,53958,15917610000
2026-06-16,215200,39550,41000,39500,40450,33854,1369394300
2026-06-16,218410,80100,87900,79200,82800,392729,32517961200
2026-06-16,222080,10920,10990,10570,10840,677133,7340121720
2026-06-16,222800,137700,140000,125800,126600,598098,75719206800
2026-06-16,225570,9830,9880,9700,9750,77429,754932750
2026-06-16,226950,120100,132100,117100,129300,297171,38424210300
2026-06-16,232140,16200,16250,15310,15350,887313,13620254550
2026-06-16,237690,122700,127400,121600,124100,81387,10100126700
2026-06-16,240810,176300,176400,154700,156100,1571107,245249802700
2026-06-16,241560,68500,71100,67800,69100,324341,22411963100
2026-06-16,241710,70800,73400,67600,67800,75346,5108458800
2026-06-16,247540,185900,186400,179100,179500,472518,84816981000
2026-06-16,251270,41300,41950,40800,41800,179746,7513382800
2026-06-16,251970,36600,38250,35750,36000,31391,1130076000
2026-06-16,253450,25400,25550,24750,24900,52129,1298012100
2026-06-16,253590,14320,14460,13360,13390,482718,6463594020
2026-06-16,257720,36000,37000,34950,35050,315837,11070086850
2026-06-16,259960,237000,243000,236500,237000,113991,27015867000
2026-06-16,263750,40050,41050,39850,40150,346999,13932009850
2026-06-16,267250,268500,282500,268500,272000,139735,38007920000
2026-06-16,267260,1212000,1213000,1107000,1114000,183143,204021302000
2026-06-16,267270,156900,160000,152800,154600,338370,52312002000
2026-06-16,268280,104900,105400,101700,101700,1387,141057900
2026-06-16,271560,133000,135400,132200,134000,131915,17676610000
2026-06-16,272210,102800,116500,102300,106400,2027969,215775901600
2026-06-16,272290,29300,29750,28550,28850,105165,3034010250
2026-06-16,277810,680000,682000,610000,616000,150265,92563240000
2026-06-16,278280,44150,44400,42800,43500,42656,1855536000
2026-06-16,278470,416000,443000,398500,399500,328075,131065962500
2026-06-16,280360,109100,109900,106000,106300,30079,3197397700
2026-06-16,281740,17720,18750,16760,17140,1103709,18917572260
2026-06-16,282330,128700,134200,125200,128200,690433,88513510600
2026-06-16,285130,45850,47050,45100,46700,95377,4454105900
2026-06-16,290650,75500,79900,74800,78200,190172,14871450400
2026-06-16,293490,9040,9240,8940,9110,249117,2269455870
2026-06-16,295310,95100,95200,85600,87800,280952,24667585600
2026-06-16,298020,368500,368500,352000,354500,16179,5735455500
2026-06-16,298040,3958000,3990000,3803000,3892000,58260,226747920000
2026-06-16,298050,209000,211000,204000,207000,9538,1974366000
2026-06-16,298380,95900,101500,94200,98700,312690,30862503000
2026-06-16,300720,14600,15450,14600,15150,181360,2747604000
2026-06-16,302440,40150,40350,39450,40000,89333,3573320000
2026-06-16,307950,750000,751000,702000,716000,122950,88032200000
2026-06-16,310210,195600,208500,190000,199900,81781,16348021900
2026-06-16,316140,32250,33650,32150,33050,2725311,90071528550
2026-06-16,319400,38900,38900,35800,36050,1215162,43806590100
2026-06-16,319660,164200,167400,158300,162100,434649,70456602900
2026-06-16,323280,53600,54400,51100,51200,198036,10139443200
2026-06-16,323410,23800,24600,23800,24150,1001519,24186683850
2026-06-16,326030,90500,93700,88200,88700,114908,10192339600
2026-06-16,328130,14500,14970,14170,14470,459855,6654101850
2026-06-16,329180,705000,719000,690000,698000,264093,184336914000
2026-06-16,347850,83200,92800,80000,91600,1585996,145277233600
2026-06-16,348210,63300,64700,59300,59700,134241,8014187700
2026-06-16,348370,37050,37150,35300,36700,153690,5640423000
2026-06-16,352480,19220,20300,19110,19800,41061,813007800
2026-06-16,352820,219000,224000,218500,223000,128748,28710804000
2026-06-16,357780,426000,427500,373000,378500,123915,46901827500
2026-06-16,358570,11860,12740,11600,12300,750393,9229833900
2026-06-16,361610,19200,20250,18810,19990,210307,4204036930
2026-06-16,373220,423000,423500,406500,410500,327489,134434234500
2026-06-16,375500,80600,94600,79300,89400,2248195,200988633000
2026-06-16,376300,23850,24250,23250,23300,73068,1702484400
2026-06-16,377300,45950,48000,45900,46500,309942,14412303000
2026-06-16,383220,80900,83800,79000,80100,78243,6267264300
2026-06-16,388720,86000,86500,82900,84200,51187,4309945400
2026-06-16,399720,59600,59700,55800,56000,97048,5434688000
2026-06-16,402340,1440000,1510000,1380000,1501000,872218,1309199218000
2026-06-16,403870,80500,81500,65900,66300,11016165,730371739500
2026-06-16,417200,17380,18470,16780,17960,1346734,24187342640
2026-06-16,420770,141000,147200,135400,141900,106032,15045940800
2026-06-16,437730,55700,55900,52000,52000,160873,8365396000
2026-06-16,443060,254500,262000,250500,255500,77782,19873301000
2026-06-16,445680,62200,63600,57000,62000,160284,9937608000
2026-06-16,450080,58500,59500,57400,58800,274531,16142422800
2026-06-16,454910,114400,114600,108500,109000,585096,63775464000
2026-06-16,456040,98500,108000,97200,106600,145425,15502305000
2026-06-16,457190,86400,88500,84600,87600,120838,10585408800
2026-06-16,466100,38900,38900,36550,36800,146924,5406803200
2026-06-16,475830,62600,65500,60100,63700,177242,11290315400
2026-06-16,483650,198100,208500,194000,194000,119128,23110832000
