evaluation_date,daily_return,kospi_benchmark_return,universe_equal_weight_return,top10_count,prediction_count,train_start_date,train_end_date,train_rows,unique_train_dates,cumulative_return,kospi_benchmark_cumulative_return,universe_cumulative_return
2026-01-30,0.0677774088109313,-0.007309203570321245,-0.001200701817994665,10,348,2025-04-04,2026-01-28,69446,200,0.0677774088109313,-0.0073092035703212765,-0.0012007018179946982
2026-02-02,-0.02247321868086044,-0.03529551999425869,-0.04426907132325028,10,348,2025-04-07,2026-01-29,69448,200,0.04378101360024056,-0.042346741423821666,-0.04541661918682627
2026-02-03,0.07988311528867971,0.04526903631100547,0.046149484219677045,10,348,2025-04-08,2026-01-30,69450,200,0.12716149264580356,0.001005298712016156,-0.0013630885176227903
2026-02-04,0.020923691202923998,0.026778089304493585,0.016843611075778444,10,348,2025-04-09,2026-02-02,69452,200,0.1507458716537513,0.02781030799519768,0.015457563225302895
2026-02-05,-0.02926820447207238,-0.01753620393876705,-0.026359860497306018,10,347,2025-04-10,2026-02-03,69454,200,0.11706560618679629,0.00978641682382686,-0.01130975648225041
2026-02-06,0.016676051723375152,-0.016426670797092528,-0.017171337267982735,10,348,2025-04-11,2026-02-04,69456,200,0.1356938500139706,-0.00680101222071372,-0.0282868901072576
2026-02-09,0.06838683683097177,0.036011381645164244,0.04663754836747475,10,348,2025-04-14,2026-02-05,69459,200,0.21336036002481396,0.02896545557779695,0.01703142705467453
2026-02-10,0.034483289842400025,0.014380869177629239,0.0012639193550308045,10,348,2025-04-15,2026-02-06,69462,200,0.2552010170028285,0.04376287318276084,0.0183168727600036
2026-02-11,0.03613795271237087,0.010027815590840768,0.004415296490814093,10,348,2025-04-16,2026-02-09,69465,200,0.3005614119997966,0.054229534795603884,0.02281304367483772
2026-02-12,-0.012485510878634198,0.018458781703363233,0.01299536491233476,10,348,2025-04-17,2026-02-10,69468,200,0.2843232383419414,0.07368932764363412,0.0361048724144879
2026-02-13,-0.0030914390865086627,-0.007810650908782254,-0.012145672382566516,10,348,2025-04-18,2026-02-11,69471,200,0.28035283128321975,0.06530311512092446,0.023520682080160782
2026-02-19,0.06704002470997314,0.023383425428031537,0.03502262054325179,10,348,2025-04-21,2026-02-12,69474,200,0.366187716729931,0.09021355107160445,0.05936705854682445
2026-02-20,0.011622716518615716,0.01706638698172403,0.007522609950330182,10,348,2025-04-22,2026-02-13,69477,200,0.3820665292726979,0.10881955742691196,0.06733626372250101
2026-02-23,0.013955332499583107,0.005129123744955415,-0.0001880712688709862,10,348,2025-04-23,2026-02-19,69480,200,0.4013537272252432,0.11450683014778118,0.06713552843707071
2026-02-24,0.019323905221317682,0.004657967119081565,0.007775875907801333,10,348,2025-04-24,2026-02-20,69483,200,0.428433353831684,0.11969816631660146,0.07543344188300338
2026-02-25,0.003523228177082427,0.013879360485143167,0.0070783511078889375,10,348,2025-04-25,2026-02-23,69486,200,0.43346605047298836,0.1352388608014634,0.08304573737781662
2026-02-26,0.01270312129457286,0.002418571077524624,0.008458299982752524,10,348,2025-04-28,2026-02-24,69488,200,0.45167554358379913,0.13798451667627987,0.09220646311959957
2026-02-27,-0.015059461626869008,-0.007194144759053436,-0.0034741159322068524,10,348,2025-04-29,2026-02-25,69490,200,0.4298140914405346,0.12979769132974917,0.08841201124481657
