evaluation_date,train_start_date,train_end_date,train_rows,unique_train_dates,prediction_rows,feature_count,training_time_seconds,prediction_time_seconds,ranking_model_size_bytes,gap_model_size_bytes,intraday_model_size_bytes,total_model_size_bytes
2026-01-30,2024-11-05,2026-01-28,103902,300,348,55,4.5288220999646,0.013375599985010922,641720,647460,641720,1930900
2026-02-02,2024-11-06,2026-01-29,103906,300,348,55,4.5818270999589,0.01428839995060116,641747,647191,641725,1930663
2026-02-03,2024-11-07,2026-01-30,103911,300,348,55,4.269462699943688,0.012814999965485185,641897,647644,641572,1931113
2026-02-04,2024-11-08,2026-02-02,103915,300,348,55,4.1753359999274835,0.013437999994494021,642378,647713,642093,1932184
2026-02-05,2024-11-11,2026-02-03,103919,300,347,55,4.204737200052477,0.012913200014736503,641959,647436,641906,1931301
2026-02-06,2024-11-12,2026-02-04,103922,300,348,55,4.335865500033833,0.01678960002027452,642231,647538,641832,1931601
2026-02-09,2024-11-13,2026-02-05,103926,300,348,55,4.127010100055486,0.01310189999639988,642229,647277,641773,1931279
2026-02-10,2024-11-14,2026-02-06,103930,300,348,55,4.2280753999366425,0.013246100046671927,642679,647063,641783,1931525
2026-02-11,2024-11-15,2026-02-09,103934,300,348,55,4.305106000043452,0.01184250001097098,642244,647493,641761,1931498
2026-02-12,2024-11-18,2026-02-10,103938,300,348,55,4.068642400030512,0.016153000004123896,642184,647119,641620,1930923
2026-02-13,2024-11-19,2026-02-11,103942,300,348,55,4.041828799934592,0.014698299986775964,642301,647116,641854,1931271
2026-02-19,2024-11-20,2026-02-12,103946,300,348,55,4.324211600061972,0.019800800015218556,642070,647198,641811,1931079
2026-02-20,2024-11-21,2026-02-13,103950,300,348,55,4.282172100036405,0.01283510000212118,641998,646937,641501,1930436
2026-02-23,2024-11-22,2026-02-19,103954,300,348,55,3.9827694999985397,0.012669600022491068,642058,647084,641375,1930517
2026-02-24,2024-11-25,2026-02-20,103958,300,348,55,4.112987699976657,0.01486499997554347,641903,647200,641321,1930424
2026-02-25,2024-11-26,2026-02-23,103963,300,348,55,4.318966199993156,0.012511599983554333,642218,647227,641769,1931214
2026-02-26,2024-11-27,2026-02-24,103967,300,348,55,4.054659599903971,0.013055699993856251,642016,646932,641303,1930251
2026-02-27,2024-11-28,2026-02-25,103971,300,348,55,4.900932000018656,0.02028289996087551,642275,647302,641647,1931224
2026-03-03,2024-11-29,2026-02-26,103976,300,348,55,4.351943300047424,0.011557799996808171,641717,646913,640906,1929536
2026-03-04,2024-12-02,2026-02-27,103981,300,348,55,3.9951241000089794,0.024317200004588813,642082,647086,641162,1930330
2026-03-05,2024-12-03,2026-03-03,103986,300,348,55,4.056692200014368,0.01538210001308471,642040,646841,641321,1930202
2026-03-06,2024-12-04,2026-03-04,103991,300,348,55,3.9039278000127524,0.01615989999845624,641680,646818,641062,1929560
2026-03-09,2024-12-05,2026-03-05,103996,300,348,55,4.1254337999853306,0.014543000026606023,641499,646233,641420,1929152
2026-03-10,2024-12-06,2026-03-06,104001,300,348,55,3.8730533000198193,0.013113799970597029,641843,646514,641045,1929402
2026-03-11,2024-12-09,2026-03-09,104006,300,348,55,4.273421499994583,0.012492000008933246,640975,646055,641094,1928124
2026-03-12,2024-12-10,2026-03-10,104011,300,348,55,4.2331263000378385,0.011390400002710521,641025,645550,641215,1927790
2026-03-13,2024-12-11,2026-03-11,104016,300,348,55,3.9767207999830134,0.012262599950190634,640939,645769,641056,1927764
2026-03-16,2024-12-12,2026-03-12,104021,300,348,55,4.258063399989624,0.017375600000377744,641103,645909,641475,1928487
2026-03-17,2024-12-13,2026-03-13,104026,300,348,55,4.072184899880085,0.011747399985324591,640958,645994,641427,1928379
2026-03-18,2024-12-16,2026-03-16,104031,300,348,55,3.9763626999920234,0.01181870000436902,641381,645871,641037,1928289
2026-03-19,2024-12-17,2026-03-17,104036,300,348,55,4.032996899972204,0.013025599997490644,641235,645861,640944,1928040
2026-03-20,2024-12-18,2026-03-18,104041,300,348,55,3.92965520004509,0.01558050001040101,641207,645427,641267,1927901
2026-03-23,2024-12-19,2026-03-19,104046,300,348,55,3.9552667998941615,0.013792600017040968,641081,645894,641152,1928127
2026-03-24,2024-12-20,2026-03-20,104051,300,348,55,4.063439399993513,0.016526299994438887,641196,646035,640849,1928080
2026-03-25,2024-12-23,2026-03-23,104056,300,348,55,3.9332650999422185,0.011422400013543665,641339,646137,641047,1928523
2026-03-26,2024-12-24,2026-03-24,104060,300,348,55,3.8748307999339886,0.014629899989813566,641296,646116,641274,1928686
2026-03-27,2024-12-26,2026-03-25,104064,300,348,55,4.043827599962242,0.014674499980174005,641290,646189,641505,1928984
2026-03-30,2024-12-27,2026-03-26,104068,300,348,55,3.860065799963195,0.011493400030303746,641242,646053,641393,1928688
2026-03-31,2024-12-30,2026-03-27,104072,300,348,55,4.180177600006573,0.01939150004182011,641146,645805,641686,1928637
2026-04-01,2025-01-02,2026-03-30,104076,300,348,55,4.384101899981033,0.012922200025059283,641483,646169,641649,1929301
2026-04-02,2025-01-03,2026-03-31,104080,300,348,55,3.9624378999578767,0.012394300021696836,641522,645582,641920,1929024
2026-04-03,2025-01-06,2026-04-01,104084,300,348,55,4.065784900041763,0.015057199983857572,641206,645906,641816,1928928
2026-04-06,2025-01-07,2026-04-02,104088,300,348,55,3.717712100013159,0.014489800028968602,641468,645767,641701,1928936
2026-04-07,2025-01-08,2026-04-03,104092,300,348,55,3.9339300999999978,0.011352700006682426,641195,645449,641818,1928462
2026-04-08,2025-01-09,2026-04-06,104096,300,348,55,3.8178108000429347,0.012629800010472536,641323,645644,641594,1928561
2026-04-09,2025-01-10,2026-04-07,104100,300,348,55,4.172252699965611,0.013924000028055161,641067,645563,641864,1928494
2026-04-10,2025-01-13,2026-04-08,104104,300,348,55,4.212341600039508,0.015081999998074025,640856,645640,641831,1928327
2026-04-13,2025-01-14,2026-04-09,104108,300,348,55,4.402701800107025,0.013806400005705655,641180,645586,641750,1928516
2026-04-14,2025-01-15,2026-04-10,104112,300,348,55,4.344507600064389,0.017288099974393845,640877,645746,641767,1928390
2026-04-15,2025-01-16,2026-04-13,104116,300,348,55,4.435325599974021,0.012726800050586462,640912,645763,641425,1928100
2026-04-16,2025-01-17,2026-04-14,104120,300,348,55,4.727376200025901,0.019841299974359572,641114,645679,641645,1928438
2026-04-17,2025-01-20,2026-04-15,104124,300,348,55,4.86942140001338,0.01809610001510009,640886,645924,641616,1928426
2026-04-20,2025-01-21,2026-04-16,104128,300,348,55,3.8588366999756545,0.012445100001059473,640918,646214,641438,1928570
2026-04-21,2025-01-22,2026-04-17,104132,300,348,55,4.048480100056622,0.0168726000119932,641087,646170,641872,1929129
2026-04-22,2025-01-23,2026-04-20,104136,300,348,55,4.283510200097226,0.012069899996276945,640875,645935,640998,1927808
2026-04-23,2025-01-24,2026-04-21,104140,300,348,55,3.9497111999662593,0.013216299994383007,640999,645687,641101,1927787
2026-04-24,2025-01-31,2026-04-22,104144,300,348,55,4.173707099922467,0.01381610002135858,640719,646034,641408,1928161
2026-04-27,2025-02-03,2026-04-23,104148,300,348,55,4.053109899978153,0.012018300010822713,641072,645631,641365,1928068
2026-04-28,2025-02-04,2026-04-24,104152,300,348,55,4.141881099960301,0.01360999996541068,641014,646003,641487,1928504
2026-04-29,2025-02-05,2026-04-27,104156,300,348,55,4.046857299981639,0.013777899963315576,641168,645652,641430,1928250
2026-04-30,2025-02-06,2026-04-28,104159,300,348,55,4.126054499996826,0.011797699960879982,641039,646276,641218,1928533
2026-05-04,2025-02-07,2026-04-29,104162,300,348,55,4.306122500041965,0.014913100050762296,641220,646059,640945,1928224
2026-05-06,2025-02-10,2026-04-30,104165,300,348,55,4.193683999998029,0.012642099987715483,640890,646211,641115,1928216
2026-05-07,2025-02-11,2026-05-04,104168,300,348,55,4.126209300011396,0.01617930002976209,640929,645636,640949,1927514
2026-05-08,2025-02-12,2026-05-06,104171,300,348,55,4.75704830000177,0.013247599999886006,641119,645744,641375,1928238
2026-05-11,2025-02-13,2026-05-07,104174,300,348,55,4.148931899981108,0.012963099987246096,641348,646276,641192,1928816
2026-05-12,2025-02-14,2026-05-08,104177,300,348,55,4.480735999939498,0.013539800012949854,641143,645912,640845,1927900
2026-05-13,2025-02-17,2026-05-11,104179,300,348,55,3.9951945999637246,0.011506299953907728,641149,646244,641183,1928576
2026-05-14,2025-02-18,2026-05-12,104181,300,348,55,3.928743000025861,0.012642199988476932,641537,646457,641480,1929474
2026-05-15,2025-02-19,2026-05-13,104183,300,348,55,4.178474500018638,0.016225699975620955,641388,646477,641410,1929275
2026-05-18,2025-02-20,2026-05-14,104185,300,348,55,4.5269148000516,0.01735969999572262,641137,646051,641538,1928726
2026-05-19,2025-02-21,2026-05-15,104187,300,348,55,4.533555999980308,0.018043900025077164,641079,645994,641515,1928588
2026-05-20,2025-02-24,2026-05-18,104189,300,348,55,3.9356142000178806,0.012486500025261194,641263,646125,641336,1928724
2026-05-21,2025-02-25,2026-05-19,104191,300,348,55,3.9555125000188127,0.012569300015456975,641247,645959,641118,1928324
2026-05-22,2025-02-26,2026-05-20,104193,300,348,55,4.093985900050029,0.012015599990263581,641399,646024,641214,1928637
2026-05-26,2025-02-27,2026-05-21,104195,300,348,55,3.9716326000052504,0.018675900006201118,641473,646016,641312,1928801
2026-05-27,2025-02-28,2026-05-22,104197,300,348,55,4.1710595000186,0.013468899996951222,641609,645716,641280,1928605
2026-05-28,2025-03-04,2026-05-26,104199,300,348,55,3.9396694999886677,0.014605199976358563,641617,645700,641004,1928321
2026-05-29,2025-03-05,2026-05-27,104201,300,348,55,3.860824199975468,0.01427240000339225,641470,645790,641084,1928344
2026-06-01,2025-03-06,2026-05-28,104203,300,348,55,4.01061249995837,0.013883900013752282,641876,645842,641705,1929423
2026-06-02,2025-03-07,2026-05-29,104205,300,348,55,4.038121399993543,0.0116855000378564,640964,645910,641083,1927957
2026-06-04,2025-03-10,2026-06-01,104207,300,348,55,4.165493500011507,0.015422699972987175,641273,645666,641336,1928275
2026-06-05,2025-03-11,2026-06-02,104209,300,348,55,4.1213882000301965,0.01697470003273338,640960,645505,641400,1927865
2026-06-08,2025-03-12,2026-06-04,104211,300,348,55,4.316613500064705,0.01825930003542453,641765,645732,641398,1928895
2026-06-09,2025-03-13,2026-06-05,104213,300,348,55,4.189942599914502,0.020006500009912997,641349,645541,640845,1927735
2026-06-10,2025-03-14,2026-06-08,104215,300,348,55,3.9930938999168575,0.01631700003053993,641080,645137,641282,1927499
2026-06-11,2025-03-17,2026-06-09,104217,300,348,55,4.210985299956519,0.013330699992366135,641265,644958,641648,1927871
2026-06-12,2025-03-18,2026-06-10,104219,300,348,55,4.327254500007257,0.01273150002816692,641178,645103,641117,1927398
